Thu Mar 15 11:04:20 2018
             JOBID PARTITION     NAME     USER    STATE       TIME TIME_LIMI  NODES NODELIST(REASON)
            479997    pbatch    batch   isaac4  PENDING       0:00 1-00:00:00    171 (Priority)
            480187    pbatch    batch   isaac4  PENDING       0:00 1-00:00:00    171 (Priority)
            480188    pbatch    batch   isaac4  PENDING       0:00 1-00:00:00    171 (Priority)
            480189    pbatch    batch   isaac4  PENDING       0:00 1-00:00:00    171 (Priority)
            480335    pbatch batch_st   isaac4  PENDING       0:00 1-00:00:00    112 (Priority)
            489424    pbatch  PROCESS rlindsey  PENDING       0:00   8:00:00      8 (Priority)
            487559    pbatch test_job sharma11  PENDING       0:00  16:00:00     32 (Priority)
            404275    pbatch prep_run herbein1  PENDING       0:00 1-00:00:00      1 (Priority)
            404276    pbatch prep_run herbein1  PENDING       0:00 1-00:00:00      1 (Priority)
            406668    pbatch Fprf_lsh    fprof  PENDING       0:00 5-00:00:00      1 (Priority)
            483367    pbatch atb27369 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483369    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483370    pbatch atb27371 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483371    pbatch atb27374 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483384    pbatch atb27374 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483385    pbatch atb27374 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483386    pbatch atb27377 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483387    pbatch atb27377 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483388    pbatch atb27381 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483791    pbatch atb27367 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483792    pbatch atb27367 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483793    pbatch atb27367 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483807    pbatch atb27368 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483808    pbatch atb27369 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483809    pbatch atb27369 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483810    pbatch atb27369 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483811    pbatch atb27369 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483812    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483813    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483814    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483815    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483816    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483817    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483818    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483819    pbatch atb27370 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483820    pbatch atb27371 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            483834    pbatch atb27371 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            484082    pbatch atb27371 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            484084    pbatch atb27371 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            484085    pbatch atb27372 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            484086    pbatch atb27372 bennion1  PENDING       0:00 1-00:00:00      1 (JobHeldUser)
            494739    pbatch IBM_mult wiersema  RUNNING      47:56 1-00:00:00     10 quartz[174-183]
            494735    pbatch VRM_d01_ wiersema  RUNNING      52:42  20:00:00     10 quartz[2268-2277]
            494172    pbatch m15quadL  salari1  RUNNING    2:02:17   6:00:00     12 quartz[301-312]
            494093    pbatch m15HalfL  salari1  RUNNING    2:31:27   8:00:00     32 quartz[90-121]
            494804    pdebug    3DCA1     shi7  RUNNING       0:11     29:00      1 quartz24
            494730    pbatch batch_jo   miguel  RUNNING      55:24  10:00:00     10 quartz[787-796]
            494706    pbatch   mxterm   miguel  RUNNING    1:13:13   8:00:00      1 quartz2106
            487246    pbatch md_1100K  kumar13  RUNNING    9:29:49 1-00:00:00     12 quartz[134-135,138-139,141,147-148,154,695,697,2664-2665]
            494767    pbatch  surgeag muliang1  RUNNING       4:16  23:00:00     16 quartz[1497-1512]
            494708    pbatch    gibbs   soper3  RUNNING    1:11:10 1-00:00:00      1 quartz1122
            494707    pbatch    gibbs   soper3  RUNNING    1:12:57 1-00:00:00      1 quartz1121
            494025    pbatch   sxterm   kueny1  RUNNING    2:47:10  12:00:00      1 quartz1516
            494704    pbatch visit.an andyand1  RUNNING    1:15:07  11:40:00      1 quartz1480
            493915    pbatch mj204-K1 dphiggin  RUNNING    6:05:26 1-00:00:00     63 quartz[122,492-494,496-498,661-663,797-799,806-808,833-835,864-866,939-955,1118-1120,1326-1328,1513-1515,1638-1640,1655-1657,1898-1900,2071-2073,2150-2152]
            493914    pbatch mj202c-K dphiggin  RUNNING    6:05:35 1-00:00:00     63 quartz[592-638,923-938]
            492143    pbatch sxjob_ru mansoor1  RUNNING   11:44:53  23:55:00      1 quartz2078
            492142    pbatch sxjob_ru mansoor1  RUNNING   11:44:58  23:55:00      1 quartz534
            492141    pbatch sxjob_ru mansoor1  RUNNING   11:45:03  23:55:00      1 quartz2125
            492140    pbatch sxjob_ru mansoor1  RUNNING   11:45:12  23:55:00      1 quartz126
            492139    pbatch sxjob_ru mansoor1  RUNNING   11:45:57  23:55:00      1 quartz2102
            492138    pbatch sxjob_ru mansoor1  RUNNING   11:46:05  23:55:00      1 quartz539
            494755    pdebug       sh guttman1  RUNNING      29:45     30:00      4 quartz[20-23]
            491179    pbatch dyn-iner      jpc  RUNNING    4:57:21   8:00:00     15 quartz[1759-1773]
            493910    pbatch     magn   holod1  RUNNING    6:30:36   8:30:00     80 quartz[168-173,298-300,874-881,1126-1138,1483-1487,1517-1524,1645-1652,1952-1957,1979-1982,2007-2010,2035-2039,2126-2131,2650-2653]
            493893    pbatch dyn-iner      jpc  RUNNING      29:45   8:00:00     10 quartz[136-137,184-186,716-718,863,2659]
            478763    pbatch   master elmervii  RUNNING   16:14:59 1-00:00:00     14 quartz[531,533,1302,1496,1860,2050,2122,2141,2171,2244,2577,2629,2644,2657]
            467904    pbatch  60_conv mmcmahon  RUNNING   12:48:22 1-00:00:00      2 quartz[700,908]
            489474    pbatch APS_Macr ouellet1  RUNNING   14:31:02 1-00:00:00     15 quartz[211,2320-2333]
            489475    pbatch APS_Macr ouellet1  RUNNING   14:31:02 1-00:00:00     15 quartz[84-85,499-511]
            489476    pbatch APS_Macr ouellet1  RUNNING   14:31:02 1-00:00:00     15 quartz[87-88,564-576]
            489548    pbatch  NBC-CH4  mackay2  RUNNING   14:31:02 1-00:00:00     18 quartz[245-254,914-921]
            473910    pbatch slurm.ru    jofre  RUNNING   14:30:37  23:00:00     50 quartz[273-275,1234-1280]
            473901    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[846-851,883-888,2221-2230,2341-2349,2580-2588,2671-2680]
            473902    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[217-218,890-895,1227-1232,1317-1321,1354-1358,1552-1556,1830-1835,2063-2067,2144-2148,2190-2194]
            473903    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[220-221,973-976,1313-1315,1753-1756,2335-2339,2382-2385,2391-2395,2397-2401,2509-2513,2515-2519,2666-2669,2682-2685]
            473904    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[238-239,242-243,332-333,406-407,513-514,784-785,897-898,905-906,911-912,957-958,970-971,1032-1033,1091-1092,1490-1492,1821-1823,1840-1842,1867-1869,1892-1894,2215-2217,2496,2503-2504,2645-2647]
            473905    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[1094-1095,1097-1098,1141-1142,1224-1225,1282-1283,1286-1287,1289-1290,1292-1293,1295-1296,1298-1299,1307-1308,1310-1311,1338-1339,1341-1342,1351-1352,1416-1417,1419-1420,1475-1476,1526-1527,1558-1559,1617-1618,1679-1680,1721-1722,1775-1776,1781-1782]
            473906    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[214,271,530,532,535,537,562,588,652,692,860,909,960,1022,1145,1163,1301,1305,1344,1468,1478,1495,1530,1550,1803-1804,1809-1810,1825-1826,1848-1849,1906-1907,2428-2429,2433-2434,2444-2445,2491-2492,2506-2507,2654-2655,2660-2661,2687-2688]
            473907    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[237,1717-1720,1723-1726,1747-1749,1777-1779,1783-1790,1811-1814,1836-1839,1876-1879,1881-1891,1908-1911]
            473909    pbatch slurm.ru    jofre  RUNNING   14:31:02  23:00:00     50 quartz[540,1615,1677,1682,1728,1744-1745,1751-1752,1805,1807-1808,1816,1818-1820,1824,1827-1829,1843,1845-1846,1865-1866,1870,1872-1874,1895-1897,1905,1914,2002,2112,2120,2123,2175,2182,2184,2219,2250,2315,2372,2431,2442,2562,2574,2649]
            473908    pbatch slurm.ru    jofre  RUNNING   14:31:27  23:00:00     50 quartz[1738-1739,1741-1742,1862-1863,1933-1934,1936-1937,1939-1940,1942-1943,1945-1946,2060-2061,2109-2110,2187-2188,2196-2197,2199-2200,2246-2247,2252-2253,2255-2256,2258-2259,2261-2262,2264-2265,2297-2298,2317-2318,2365-2366,2368-2369,2379-2380,2388-2389]
            476296    pbatch   SHORT0 jaravel1  RUNNING   14:30:37 1-00:00:00     32 quartz[1684-1715]
            476134    pbatch ste1Ndat   chan52  RUNNING   14:30:37 1-00:00:00      7 quartz[276-282]
            471475    pbatch    batch   spinti  RUNNING   14:30:36 1-00:00:00     46 quartz[1422-1466,1716]
            470249    pbatch    batch   isaac4  RUNNING   14:30:36 1-00:00:00    171 quartz[335-378,409-452,719-762,1174-1212]
            472233    pbatch MostCase    jmilo  RUNNING   14:30:36 1-00:00:00    246 quartz[28-61,978-1020,1360-1402,1561-1604,2447-2488,2521-2560]
            494689    pbatch atb27417 bennion1  RUNNING      38:03 1-00:00:00      1 quartz2174
            494688    pbatch atb27417 bennion1  RUNNING      52:31 1-00:00:00      1 quartz2278
            494310    pbatch atb27400 bennion1  RUNNING    1:43:03 1-00:00:00      1 quartz2185
            494792    pdebug  python3 malone14  RUNNING       7:24     30:00      1 quartz14
            494348    pbatch separate malone14  RUNNING    1:10:22  12:00:00      1 quartz1901
            494346    pbatch separate malone14  RUNNING    1:15:39  12:00:00      1 quartz283
            494347    pbatch separate malone14  RUNNING    1:15:39  12:00:00      1 quartz284
            494341    pbatch separate malone14  RUNNING    1:16:43  12:00:00      1 quartz1220
            494342    pbatch separate malone14  RUNNING    1:16:43  12:00:00      1 quartz1904
            494343    pbatch separate malone14  RUNNING    1:16:43  12:00:00      1 quartz2101
            494344    pbatch separate malone14  RUNNING    1:16:43  12:00:00      1 quartz313
            494345    pbatch separate malone14  RUNNING    1:16:43  12:00:00      1 quartz314
            494339    pbatch separate malone14  RUNNING    1:17:46  12:00:00      1 quartz1746
            494340    pbatch separate malone14  RUNNING    1:17:46  12:00:00      1 quartz1806
            494337    pbatch separate malone14  RUNNING    1:30:27  12:00:00      1 quartz315
            494338    pbatch separate malone14  RUNNING    1:30:27  12:00:00      1 quartz316
            494332    pbatch separate malone14  RUNNING    1:44:37  12:00:00      1 quartz800
            494333    pbatch separate malone14  RUNNING    1:44:37  12:00:00      1 quartz801
            494334    pbatch separate malone14  RUNNING    1:44:37  12:00:00      1 quartz802
            494335    pbatch separate malone14  RUNNING    1:44:37  12:00:00      1 quartz803
            494336    pbatch separate malone14  RUNNING    1:44:37  12:00:00      1 quartz804
            494331    pbatch separate malone14  RUNNING    1:45:08  12:00:00      1 quartz2656
            494329    pbatch separate malone14  RUNNING    1:46:11  12:00:00      1 quartz1493
            494330    pbatch separate malone14  RUNNING    1:46:11  12:00:00      1 quartz1494
            494326    pbatch separate malone14  RUNNING    1:48:17  12:00:00      1 quartz1216
            494327    pbatch separate malone14  RUNNING    1:48:17  12:00:00      1 quartz1217
            494328    pbatch separate malone14  RUNNING    1:48:17  12:00:00      1 quartz1218
            487353    pbatch C0100_31     surh  RUNNING   12:29:31 1-00:00:00     16 quartz[555-557,2351-2363]
            487446    pbatch C073_315     surh  RUNNING   12:18:46 1-00:00:00     16 quartz[2097-2100,2202-2213]
            487445    pbatch C082_315     surh  RUNNING   12:29:31 1-00:00:00     16 quartz[81,202,558-561,1100,1103-1110,2233]
            489046    pbatch 190_314K     surh  RUNNING   10:32:49 1-00:00:00     16 quartz[1165-1172,1481,1852,2058,2074-2075,2103-2105]
            494798    pdebug      mhd   angus1  RUNNING       0:03     30:00      1 quartz25
            487065    pbatch vasp_PBE    ray30  RUNNING    4:57:19   9:00:00     32 quartz[26-27,124,208,212,468-469,693-694,1101-1102,1316,1323-1325,1479,1635-1637,1653-1654,1875,1880,2004-2006,2069-2070,2077,2427,2662-2663]
            494765    pbatch par_topo    kudo4  RUNNING      25:36     30:00      1 quartz123
            487189    pbatch vasp_V_G  varley2  RUNNING    6:04:36  12:00:00      8 quartz[538,541,544,674,680,836,852,1139]
            487192    pbatch vasp_oct  varley2  RUNNING    6:04:36  12:00:00      8 quartz[1219,1482,1488,1815,1817,1844,1847,1871]
            493369    pbatch qe_newre  varley2  RUNNING    2:22:55   6:00:00      3 quartz[1750,1757,1780]
            493419    pbatch qe_newre  varley2  RUNNING       0:34   6:00:00      3 quartz[1214,2107,2648]
            493418    pbatch qe_newre  varley2  RUNNING      10:00   6:00:00      3 quartz[62,862,1215]
            493417    pbatch qe_newre  varley2  RUNNING      15:12   6:00:00      3 quartz[495,1902-1903]
            493416    pbatch qe_newre  varley2  RUNNING      20:26   6:00:00      3 quartz[215,696,2658]
            493413    pbatch qe_newre  varley2  RUNNING      41:39   6:00:00      3 quartz[1140,1146,1800]
            494351    pbatch   mxterm    link6  RUNNING      45:46  10:00:00      1 quartz1213
            494799    pbatch   mxterm    link6  RUNNING       2:40   1:00:00      6 quartz[127-132]
            494748    pbatch build_sr      atk  RUNNING      38:02   2:00:00      1 quartz297
            472089    pbatch   Bettis  vignes2  RUNNING    3:14:22   4:00:00      8 quartz[1641-1643,1947-1951]
            494788    pdebug gdlLinux vorobiev  RUNNING       7:54     30:00      6 quartz[10-11,16-19]
            393041    pbatch batquart  singer4 REQUEUE_       0:00 1-00:00:00    140 (JobHoldMaxRequeue)
